item_id,csv_row_number,question,ground_truth_column,status,error,question_dir,ground_truth_table_csv
row_259,259,"In Hepatocellular trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_259__In_Hepatocellular_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_259__In_Hepatocellular_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD/ground_truth_table.csv
row_260,260,"In Renal cell trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_260__In_Renal_cell_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_260__In_Renal_cell_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_261,261,"In Bladder trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_261__In_Bladder_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_261__In_Bladder_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_262,262,"In Head and Neck Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_262__In_Head_and_Neck_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_262__In_Head_and_Neck_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF/ground_truth_table.csv
row_263,263,"In Small Cell Lung combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_263__In_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standardiz,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_263__In_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standardiz/ground_truth_table.csv
row_264,264,"Which Phase 3 PD-1 monotherapy trials in Non-Small Cell Lung should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_264__Which_Phase_3_PD_1_monotherapy_trials_in_Non_Small_Cell_Lung_should_I_review_and_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_264__Which_Phase_3_PD_1_monotherapy_trials_in_Non_Small_Cell_Lung_should_I_review_and_from_the/ground_truth_table.csv
row_265,265,"Which Phase 2 PD-1 monotherapy trials in Esophageal/GEJ should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_265__Which_Phase_2_PD_1_monotherapy_trials_in_Esophageal_GEJ_should_I_review_and_from_the_treat,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_265__Which_Phase_2_PD_1_monotherapy_trials_in_Esophageal_GEJ_should_I_review_and_from_the_treat/ground_truth_table.csv
row_266,266,"In Bladder trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_266__In_Bladder_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_266__In_Bladder_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_267,267,"In Small Cell Lung Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_267__In_Small_Cell_Lung_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_267__In_Small_Cell_Lung_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR/ground_truth_table.csv
row_268,268,"For Avelumab trials in Mesothelioma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_268__For_Avelumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_268__For_Avelumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN/ground_truth_table.csv
row_269,269,"In Head and Neck trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_269__In_Head_and_Neck_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_269__In_Head_and_Neck_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_270,270,"In Head and Neck trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_270__In_Head_and_Neck_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_270__In_Head_and_Neck_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_271,271,"In Bladder trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_271__In_Bladder_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_fr,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_271__In_Bladder_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_fr/ground_truth_table.csv
row_272,272,"In Melanoma trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_272__In_Melanoma_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_272__In_Melanoma_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or/ground_truth_table.csv
row_273,273,"For Brentuximab-vedotin trials in Hodgkin Lymphoma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_273__For_Brentuximab_vedotin_trials_in_Hodgkin_Lymphoma_extract_the_trial_acronym_from_the_tria,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_273__For_Brentuximab_vedotin_trials_in_Hodgkin_Lymphoma_extract_the_trial_acronym_from_the_tria/ground_truth_table.csv
row_274,274,"For Pembrolizumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_274__For_Pembrolizumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_274__For_Pembrolizumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_275,275,"In Multiple Myeloma studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_275__In_Multiple_Myeloma_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_275__In_Multiple_Myeloma_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment/ground_truth_table.csv
row_276,276,"For Atezolizumab+Trastuzumab emtansine+Placebo trials in Mesothelioma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_276__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Mesothelioma_extract_the_trial_ac,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_276__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Mesothelioma_extract_the_trial_ac/ground_truth_table.csv
row_277,277,"In Gastric/GEJ trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_277__In_Gastric_GEJ_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_277__In_Gastric_GEJ_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_278,278,"For Brentuximab-vedotin trials in Hepatocellular, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_278__For_Brentuximab_vedotin_trials_in_Hepatocellular_extract_the_trial_acronym_from_the_trial,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_278__For_Brentuximab_vedotin_trials_in_Hepatocellular_extract_the_trial_acronym_from_the_trial/ground_truth_table.csv
row_279,279,"For Chemotherapy trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_279__For_Chemotherapy_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_279__For_Chemotherapy_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_280,280,"For Durvalumab trials in Small Cell Lung, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_280__For_Durvalumab_trials_in_Small_Cell_Lung_extract_the_trial_acronym_from_the_trial_name_e_g,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_280__For_Durvalumab_trials_in_Small_Cell_Lung_extract_the_trial_acronym_from_the_trial_name_e_g/ground_truth_table.csv
row_281,281,"In Melanoma studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_281__In_Melanoma_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_281__In_Melanoma_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen/ground_truth_table.csv
row_282,282,"For Avelumab trials in Urothelial, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_282__For_Avelumab_trials_in_Urothelial_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOT,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_282__For_Avelumab_trials_in_Urothelial_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOT/ground_truth_table.csv
row_283,283,"In Hodgkin Lymphoma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_283__In_Hodgkin_Lymphoma_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_283__In_Hodgkin_Lymphoma_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR/ground_truth_table.csv
row_284,284,"In Pancreatic trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_284__In_Pancreatic_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_284__In_Pancreatic_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_285,285,"In Melanoma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_285__In_Melanoma_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_285__In_Melanoma_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR/ground_truth_table.csv
row_286,286,"In Hepatocellular trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_286__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_286__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_287,287,"In Hodgkin Lymphoma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_287__In_Hodgkin_Lymphoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_287__In_Hodgkin_Lymphoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b/ground_truth_table.csv
row_288,288,"In Bladder Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_288__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_288__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca/ground_truth_table.csv
row_289,289,"For Avelumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_289__For_Avelumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_be,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_289__For_Avelumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_be/ground_truth_table.csv
row_290,290,"In Non-Small Cell Lung trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_290__In_Non_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_u,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_290__In_Non_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_u/ground_truth_table.csv
row_291,291,"In Head and Neck trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_291__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_291__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t/ground_truth_table.csv
row_292,292,"In Pancreatic trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_292__In_Pancreatic_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_292__In_Pancreatic_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_293,293,"In Prostate Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_293__In_Prostate_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_293__In_Prostate_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR/ground_truth_table.csv
row_294,294,"For Avelumab trials in Prostate, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_294__For_Avelumab_trials_in_Prostate_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_294__For_Avelumab_trials_in_Prostate_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE/ground_truth_table.csv
row_295,295,"For Cemiplimab trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_295__For_Cemiplimab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_295__For_Cemiplimab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE/ground_truth_table.csv
row_296,296,"Which Phase 3 PD-1 monotherapy trials in Esophageal/GEJ should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_296__Which_Phase_3_PD_1_monotherapy_trials_in_Esophageal_GEJ_should_I_review_and_from_the_treat,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_296__Which_Phase_3_PD_1_monotherapy_trials_in_Esophageal_GEJ_should_I_review_and_from_the_treat/ground_truth_table.csv
row_297,297,"In Hodgkin Lymphoma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_297__In_Hodgkin_Lymphoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_297__In_Hodgkin_Lymphoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_298,298,"In Colorectal trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_298__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_298__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_299,299,"In Non-Small Cell Lung trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_299__In_Non_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_299__In_Non_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_300,300,"In Bladder studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_300__In_Bladder_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_300__In_Bladder_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen/ground_truth_table.csv
row_301,301,"In Urothelial trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_301__In_Urothelial_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_301__In_Urothelial_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_302,302,"In Multiple Myeloma trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_302__In_Multiple_Myeloma_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_302__In_Multiple_Myeloma_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_303,303,"In Colorectal Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_303__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_303__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_304,304,"For Durvalumab trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_304__For_Durvalumab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_304__For_Durvalumab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOTE/ground_truth_table.csv
row_305,305,"Which Phase 3 PD-1 monotherapy trials in Small Cell Lung should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_305__Which_Phase_3_PD_1_monotherapy_trials_in_Small_Cell_Lung_should_I_review_and_from_the_trea,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_305__Which_Phase_3_PD_1_monotherapy_trials_in_Small_Cell_Lung_should_I_review_and_from_the_trea/ground_truth_table.csv
row_306,306,"Which Phase 2 PD-1 monotherapy trials in Hodgkin Lymphoma should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_306__Which_Phase_2_PD_1_monotherapy_trials_in_Hodgkin_Lymphoma_should_I_review_and_from_the_tre,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_306__Which_Phase_2_PD_1_monotherapy_trials_in_Hodgkin_Lymphoma_should_I_review_and_from_the_tre/ground_truth_table.csv
row_307,307,"For Nivolumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_307__For_Nivolumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_307__For_Nivolumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
